n	 tiempo
1	3e-06
501	0
1001	0
1501	0
2001	0
2501	0
3001	0
3501	1e-06
4001	0
4501	0
5001	0
5501	1e-06
6001	0
6501	1e-06
7001	0
7501	0
8001	1e-06
8501	1e-06
9001	1e-06
9501	1e-06
